card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
STOKE,화력 증폭,Stoke,ironclad,Rare,E1,Skill,1.0,7.6,35.0,34.0,0.42,C,2,0,6.5,v3_table,True,-5.5,1.1,28.5,78,39,5,73,0.151,atomic_exhaust_hand|atomic_random_card_card+scaling_count,Exhaust your Hand. Add 1 random card into your Hand for each card Exhausted.
BIASED_COGNITION,인지 편향,Biased Cognition,defect,Ancient,E1,Power,-13.0,1.95,26.0,39.0,0.576,C,1,0,,unsupported_rarity_raw_score,False,,,,88,85,15,73,0.161,atomic_fixed|atomic_lose_focus_conditional_stock+recurring_turns,"Gain 4 Focus. At the start of your turn, lose 1 Focus."
HAUNT,출몰,Haunt,necrobinder,Uncommon,E1,Power,0.0,9.9,33.0,33.0,0.42,C,1,0,6.5,v3_table,True,-6.5,3.4,26.5,80,23,7,73,0.161,soul_trigger_hp_loss,"Whenever you play a Soul, a random enemy loses 6 HP."
FRIENDSHIP,우정,Friendship,necrobinder,Uncommon,E1,Power,-1.5,13.75,25.0,26.5,0.42,C,2,0,6.5,v3_table,True,-8.0,7.25,18.5,84,11,12,73,0.161,atomic_fixed+recurring_resource_turns|atomic_lose_strength_conditional_stock,Lose 2 Strength. Gain 1 Energy at the start of each turn.
THE_SEALED_THRONE,봉인된 왕좌,The Sealed Throne,regent,Ancient,E1+S3,Power,-4.5,-0.75,21.0,25.5,0.42,C,2,0,,unsupported_rarity_raw_score,False,,,,85,87,14,73,0.161,atomic_fixed+event_triggers|cost_star_spend,"Whenever you play a card, gain 1 Stars."
FIEND_FIRE,지옥불,Fiend Fire,ironclad,Rare,E2,Attack,0.5,14.0,32.0,31.5,0.438,C,2,0,17.0,v3_table,True,-16.5,-3.0,15.0,82,12,10,72,0.163,atomic_exhaust_hand|damage_per_exhausted_hand_card|keyword_exhaust,Exhaust your Hand. Deal 7 damage for each card Exhausted.
COOLANT,냉각재,Coolant,defect,Rare,E1,Power,1.8,9.768,72.0,70.2,0.42,C,1,0,6.5,v3_table,True,-4.7,3.268,65.5,72,27,1,71,0.184,atomic_fixed+recurring_turns+scaling_count,"At the start of your turn, gain 2 Block for each unique Orb you have."
FLAK_CANNON,대공포,Flak Cannon,defect,Rare,E2,Attack,0.0,10.42,29.1,29.1,0.42,C,2,0,17.0,v3_table,True,-17.0,-6.58,12.1,84,22,13,71,0.184,exhaust_status_cleanup|random_damage_per_exhausted,Exhaust ALL your Status cards. Deal 8 damage to a random enemy for each card Exhausted.
PHANTOM_BLADES,환영검,Phantom Blades,silent,Uncommon,E1,Power,0.5,11.0,26.5,26.0,0.42,C,2,0,6.5,v3_table,True,-6.0,4.5,20.0,78,11,7,71,0.184,first_shiv_bonus_each_turn|shiv_retain_aura,Shivs gain Retain. The first Shiv you play each turn deals 9 additional damage.
HYPERBEAM,파괴광선,Hyperbeam,defect,Rare,E2,Attack,-1.3,11.7,18.2,19.5,0.847,C,1,0,17.0,v3_table,True,-18.3,-5.3,1.2,87,16,28,71,0.184,atomic_fixed|atomic_lose_focus_conditional_stock,Deal 28 damage to ALL enemies. Lose 3 Focus.
PILLAR_OF_CREATION,창조의 기둥,Pillar of Creation,regent,Uncommon,E1,Power,1.8,6.3,32.4,30.6,0.72,C,0,0,6.5,v3_table,True,-4.7,-0.2,25.9,75,36,5,70,0.195,atomic_fixed+event_triggers,"Whenever you create a card, gain 3 Block."
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,Skill,-5.0,3.0,25.0,30.0,0.42,C,2,0,11.0,v3_table,True,-16.0,-8.0,14.0,87,85,20,67,0.221,atomic_fixed+scaling_count|energy_gain_lock,Gain 1 Energy for each Attack in your Hand. You cannot gain additional 1 Energy this turn.
BLACK_HOLE,블랙홀,Black Hole,regent,Uncommon,E1,Power,1.95,6.825,35.1,33.15,0.42,C,1,0,6.5,v3_table,True,-4.55,0.325,28.6,71,32,4,67,0.23,atomic_fixed+event_triggers,"Whenever you spend or gain 1 Stars, deal 3 damage to ALL enemies."
KNIFE_TRAP,칼날 함정,Knife Trap,silent,Rare,E2,Skill,0.0,8.0,20.0,20.0,0.42,C,1,0,17.0,v3_table,True,-17.0,-9.0,3.0,83,28,17,66,0.241,play_exhausted_shivs,Play every Shiv in your Exhaust Pile on the enemy.
FEEL_NO_PAIN,무감각,Feel No Pain,ironclad,Uncommon,E1,Power,1.8,6.3,32.4,30.6,0.72,C,0,0,6.5,v3_table,True,-4.7,-0.2,25.9,73,51,8,65,0.244,atomic_fixed+event_triggers,"Whenever a card is Exhausted, gain 3 Block."
RAGE,격노,Rage,ironclad,Uncommon,E0,Skill,1.8,6.3,32.4,30.6,0.72,C,0,0,4.3,v3_table,True,-2.5,2.0,28.1,74,52,9,65,0.244,atomic_fixed+event_triggers,"Whenever you play an Attack this turn, gain 3 Block."
HAILSTORM,우박 폭풍,Hailstorm,defect,Uncommon,E1,Power,0.0,10.101,23.4,23.4,0.42,C,1,0,6.5,v3_table,True,-6.5,3.601,16.9,85,24,20,65,0.253,atomic_fixed+condition_probability+recurring_turns,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies."
STORM_OF_STEEL,강철의 폭풍,Storm of Steel,silent,Rare,E1,Skill,-1.1,2.18,18.0,19.1,0.72,C,0,0,6.5,v3_table,True,-7.6,-4.32,11.5,86,84,21,65,0.253,atomic_discard_hand|atomic_fixed+scaling_count,Discard your Hand. Add 1 Shiv into your Hand for each card discarded.
ENLIGHTENMENT,계몽,Enlightenment,event,Event,E0,Skill,-1.0,4.0,11.5,12.5,0.47,C,1,0,,special_pool_raw_score,False,,,,27,22,8,19,0.269,hand_cost_floor_one|keyword_exhaust,Reduce the cost of ALL cards in your Hand to 1 this turn.
SERPENT_FORM,구렁이의 형상,Serpent Form,silent,Rare,E3,Power,1.8,12.6,36.0,34.2,0.42,C,1,0,20.0,v3_table,True,-18.2,-7.4,16.0,66,5,3,63,0.276,card_play_trigger_damage,"Whenever you play a card, deal 4 damage to a random enemy."
MULTI_CAST,다중 시전,Multi-Cast,defect,Rare,EX,Skill,0.75,5.0,24.0,23.25,0.42,C,1,0,17.0,x_as_2_energy,True,-16.25,-12.0,7.0,81,64,18,63,0.276,x_evoke,Evoke your rightmost Orb X times.
STORM,폭풍,Storm,defect,Uncommon,E1,Power,2.2,7.7,39.6,37.4,0.42,C,1,0,6.5,v3_table,True,-4.3,1.2,33.1,67,37,5,62,0.287,atomic_fixed+event_triggers,"Whenever you play a Power, Channel 1 Lightning."
CALCIFY,석회화,Calcify,necrobinder,Uncommon,E1,Power,1.8,6.3,32.4,30.6,0.42,C,1,0,6.5,v3_table,True,-4.7,-0.2,25.9,70,45,8,62,0.287,osty_damage_aura,Osty's attacks deal 4 additional damage.
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,Power,2.5,8.75,45.0,42.5,0.42,C,1,0,6.5,v3_table,True,-4.0,2.25,38.5,64,33,3,61,0.299,atomic_fixed+event_triggers,"Whenever you play a Power, gain 1 Energy."
DANSE_MACABRE,죽음의 무도,Danse Macabre,necrobinder,Uncommon,E1,Power,2.4,8.4,43.2,40.8,0.42,C,1,0,6.5,v3_table,True,-4.1,1.9,36.7,66,35,5,61,0.299,atomic_fixed+event_triggers,"Whenever you play a card that costs 2 Energy or more, gain 4 Block."
SPIRIT_OF_ASH,잿빛 혼령,Spirit of Ash,necrobinder,Rare,E1,Power,2.4,8.4,43.2,40.8,0.72,C,0,0,6.5,v3_table,True,-4.1,1.9,36.7,67,37,6,61,0.299,atomic_fixed+event_triggers,"Whenever you play an Ethereal card, gain 4 Block."
JUGGLING,저글링,Juggling,ironclad,Uncommon,E1,Power,3.0,18.5,60.0,57.0,0.42,C,1,0,6.5,v3_table,True,-3.5,12.0,53.5,61,5,2,59,0.314,copy_selected_to_hand,Add a copy of the third Attack you play each turn into your Hand.
INTERCEPT,가로막기,Intercept,colorless,Uncommon,E1,Skill,-0.6,6.9,15.4,16.0,0.753,C,1,0,6.8,v3_table,True,-7.4,0.1,8.6,62,32,19,43,0.317,atomic_fixed|intercept_attacks,Gain 9 Block. Redirect all incoming attacks that would be dealt to another player this turn to you.
HAMMER_TIME,망치질 시간,Hammer Time,regent,Rare,E2,Power,2.0,8.0,25.0,23.0,0.42,C,1,0,17.0,v3_table,True,-15.0,-9.0,8.0,68,26,9,59,0.322,coop_forge,"Whenever you Forge, all allies Forge as well."
PAGESTORM,서류 폭풍,Pagestorm,necrobinder,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,76,71,17,59,0.322,atomic_fixed+event_triggers,"Whenever you draw an Ethereal card, draw 1 card."
TYRANNY,독재,Tyranny,regent,Rare,E1,Power,-7.0,2.7,12.5,19.5,0.471,C,1,0,6.5,v3_table,True,-13.5,-3.8,6.0,88,77,29,59,0.322,keyword_exhaust|recurring_draw_and_exhaust,"At the start of your turn, draw 1 card and Exhaust 1 card from your Hand."
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,Skill,-2.0,9.4,17.0,19.0,0.668,C,1,0,17.0,v3_table,True,-19.0,-7.6,0.0,85,26,33,59,0.322,atomic_exhaust_hand|atomic_intangible+condition_probability,"Exhaust your Hand. If 9 cards were Exhausted this way, gain 1 Intangible."
SACRIFICE,희생,Sacrifice,necrobinder,Rare,E1,Skill,-4.5,7.5,18.5,23.0,0.44,C,1,0,6.5,v3_table,True,-11.0,1.0,12.0,87,40,29,58,0.333,keyword_retain|sacrifice_osty_for_block,"If Osty is alive, he dies and you gain Block equal to double his Max HP."
SPEEDSTER,스피드스터,Speedster,silent,Uncommon,E2,Power,1.3,4.55,23.4,22.1,0.42,C,1,0,11.0,v3_table,True,-9.7,-6.45,12.4,73,70,15,58,0.333,atomic_fixed+event_triggers,"Whenever you draw a card during your turn, deal 2 damage to ALL enemies."
SCRAWL,휘갈김,Scrawl,colorless,Rare,E1,Skill,0.25,6.7,17.45,17.2,0.454,C,1,0,9.0,v3_table,True,-8.75,-2.3,8.45,57,33,15,42,0.333,draw_to_full|keyword_exhaust,Draw cards until your Hand is full.
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,Power,0.9,4.5,18.0,17.1,0.42,C,1,0,9.0,v3_table,True,-8.1,-4.5,9.0,54,49,12,42,0.333,coop_share_half_block,"Whenever you gain Block on your turn, other players gain half that much Block."
SHROUD,수의,Shroud,necrobinder,Uncommon,E1,Power,1.2,4.2,21.6,20.4,0.72,C,0,0,6.5,v3_table,True,-5.3,-2.3,15.1,77,73,20,57,0.345,atomic_fixed+event_triggers,"Whenever you apply Doom, gain 2 Block."
ENVENOM,독 바르기,Envenom,silent,Rare,E2,Power,1.0,3.5,18.0,17.0,0.72,C,0,0,17.0,v3_table,True,-16.0,-13.5,1.0,75,77,20,57,0.345,atomic_fixed+event_triggers,"Whenever an Attack deals unblocked damage, apply 1 Poison."
DECISIONS_DECISIONS,어려운 결정,"Decisions, Decisions",regent,Rare,E0+S6,Skill,-3.45,2.55,12.55,16.0,0.489,C,2,0,6.5,energy_table_star_cost_separated,True,-9.95,-3.95,6.05,84,78,27,57,0.345,atomic_fixed|cost_star_spend|keyword_exhaust|selected_card_multi_play,Draw 3 cards. Choose a Skill in your Hand and play it 3 times.
STACK,스택,Stack,event,Event,E1,Skill,3.0,9.0,15.0,12.0,0.42,C,1,0,,special_pool_raw_score,False,,,,21,8,4,17,0.346,equal_to_quantity,Gain Block equal to the number of cards in your Discard Pile.
CHILL,오한,Chill,defect,Uncommon,E0,Skill,2.2,6.04,31.0,28.8,0.457,C,1,0,4.3,v3_table,True,-2.1,1.74,26.7,66,48,10,56,0.356,atomic_fixed+scaling_count|keyword_exhaust,Channel 1 Frost for each enemy.
VOLTAIC,동전기,Voltaic,defect,Rare,E3,Skill,1.2,7.8,21.0,19.8,0.451,C,1,0,20.0,v3_table,True,-18.8,-12.2,1.0,79,36,23,56,0.356,keyword_exhaust|lightning_history_scaling,Channel Lightning equal to the Lightning already Channeled this combat.
MONARCHS_GAZE,군주의 시선,Monarch's Gaze,regent,Rare,E2,Power,0.9,3.15,16.2,15.3,0.42,C,1,0,17.0,v3_table,True,-16.1,-13.85,-0.8,77,66,21,56,0.356,attack_trigger_temp_strength_loss,"Whenever you attack an enemy, it loses 1 Strength this turn."
TOXIC,유독성,Toxic,status,Status,E1,Status,-15.5,-6.122,1.0,16.5,0.72,C,0,0,,special_pool_raw_score,False,,,,11,11,4,7,0.364,atomic_self_damage+condition_probability+recurring_turns|keyword_exhaust_cleanup,"At the end of your turn, if this is in your Hand, take 5 damage."
RADIATE,방출,Radiate,regent,Uncommon,E0,Attack,1.95,4.29,19.5,17.55,0.42,C,1,0,4.3,v3_table,True,-2.35,-0.01,15.2,72,60,17,55,0.368,atomic_fixed+scaling_count,Deal 3 damage to ALL enemies for each 1 Stars gained this turn.
CASCADE,연쇄,Cascade,ironclad,Rare,EX,Skill,2.0,8.0,28.0,26.0,0.42,C,1,0,17.0,x_as_2_energy,True,-15.0,-9.0,11.0,69,34,15,54,0.372,x_topdeck_autoplay,Play the top X cards of your Draw Pile.
CORROSIVE_WAVE,부식성 파도,Corrosive Wave,silent,Rare,E1,Skill,2.6,9.1,46.8,44.2,0.42,C,1,0,6.5,v3_table,True,-3.9,2.6,40.3,55,22,1,54,0.379,atomic_fixed+event_triggers,"Whenever you draw a card this turn, apply 2 Poison to ALL enemies."
DEVOUR_LIFE,생명 삼키기,Devour Life,necrobinder,Rare,E1,Power,1.1,3.85,19.8,18.7,0.72,C,0,0,6.5,v3_table,True,-5.4,-2.65,13.3,78,74,24,54,0.379,atomic_fixed+event_triggers,"Whenever you play a Soul, Summon 1."
SNEAKY,비열함,Sneaky,silent,Rare,E2,Power,0.6,5.125,16.3,15.7,0.557,C,1,0,17.0,v3_table,False,,,,77,62,23,54,0.379,atomic_fixed+event_triggers|keyword_sly,"Whenever another player attacks an enemy, gain 1 Block."
SHADOW_STEP,그림자 걸음,Shadow Step,silent,Rare,E1,Skill,-0.5,4.0,14.0,14.5,0.495,C,1,0,6.5,v3_table,True,-7.0,-2.5,7.5,85,75,31,54,0.379,atomic_discard_hand|double_damage_window,"Discard your Hand. Next turn, Attacks deal double damage."
DARK_EMBRACE,어둠의 포옹,Dark Embrace,ironclad,Rare,E2,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,17.0,v3_table,True,-15.75,-12.625,5.5,76,75,23,53,0.384,atomic_fixed+event_triggers,"Whenever a card is Exhausted, draw 1 card."
CORRUPTION,타락,Corruption,ironclad,Ancient,E3,Power,0.5,8.5,20.0,19.5,0.42,C,2,0,,unsupported_rarity_raw_score,False,,,,81,29,28,53,0.384,skill_exhaust_aura|skills_cost_zero,"Skills cost 0 Energy. Whenever you play a Skill, Exhaust it."
CALTROPS,마름쇠,Caltrops,event,Event,E1,Power,1.5,4.5,12.0,10.5,0.42,C,1,0,,special_pool_raw_score,False,,,,23,20,7,16,0.385,retaliation_damage,"Whenever you are attacked, deal 3 damage back."
LOOP,반복,Loop,defect,Uncommon,E1,Power,2.25,11.1,30.0,27.75,0.42,C,1,0,6.5,v3_table,True,-4.25,4.6,23.5,65,19,12,53,0.391,atomic_trigger_orb+recurring_turns,"At the start of your turn, trigger the passive ability of your rightmost Orb."
TRACKING,추적,Tracking,silent,Rare,E2,Power,2.5,12.5,30.0,27.5,0.42,C,1,0,17.0,v3_table,True,-14.5,-4.5,13.0,58,6,5,53,0.391,persistent_weak_double_damage,Weak enemies take double damage from Attacks.
LUNAR_BLAST,달의 세례,Lunar Blast,regent,Uncommon,E0,Attack,2.0,4.4,20.0,18.0,0.72,C,0,0,4.3,v3_table,True,-2.3,0.1,15.7,69,59,16,53,0.391,atomic_fixed+scaling_count,Deal 4 damage for each Skill already played this turn.
NIGHTMARE,악몽,Nightmare,silent,Rare,E3,Skill,1.4,6.2,18.2,16.8,0.488,C,1,0,20.0,v3_table,True,-18.6,-13.8,-1.8,72,46,19,53,0.391,delayed_three_selected_copies|keyword_exhaust|selection_scope,"Choose a card. Next turn, add 3 copies of that card into your Hand."
RUPTURE,파열,Rupture,ironclad,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,55,20,3,52,0.395,atomic_fixed+event_triggers,"Whenever you lose HP on your turn, gain 1 Strength."
VICIOUS,포악함,Vicious,ironclad,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,77,76,25,52,0.395,atomic_fixed+event_triggers,"Whenever you apply Vulnerable, draw 1 card."
PULL_FROM_BELOW,끌어내리기,Pull from Below,necrobinder,Uncommon,E1,Attack,2.5,5.5,25.0,22.5,0.72,C,0,0,6.5,v3_table,True,-4.0,-1.0,18.5,65,57,13,52,0.402,atomic_fixed+scaling_count,Deal 5 damage for each Ethereal card played this combat.
MONOLOGUE,독백,Monologue,regent,Uncommon,E0,Skill,0.8,2.8,14.4,13.6,0.72,C,0,0,4.3,v3_table,True,-3.5,-1.5,10.1,78,74,26,52,0.402,atomic_temporary_stat+event_triggers,"Whenever you play a card this turn, gain 1 Strength this turn."
MAYHEM,대혼란,Mayhem,colorless,Rare,E2,Power,3.0,14.8,42.0,39.0,0.42,C,1,0,18.0,v3_table,True,-15.0,-3.2,24.0,39,5,3,36,0.429,recurring_topdeck_autoplay,"At the start of your turn, play the top card of your Draw Pile."
UNMOVABLE,요지부동,Unmovable,ironclad,Rare,E2,Power,3.0,12.0,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-5.0,13.0,63,17,14,49,0.43,first_block_doubled_each_turn,"The first time you gain Block from a card each turn, double the amount gained."
SENTRY_MODE,경계 태세,Sentry Mode,necrobinder,Rare,E2,Power,3.5,16.65,27.0,23.5,0.42,C,1,0,17.0,v3_table,True,-13.5,-0.35,10.0,54,5,10,49,0.437,recurring_sweeping_gaze,"At the start of your turn, add 1 Sweeping Gaze into your Hand."
MURDER,살해,Murder,silent,Rare,E3,Attack,3.0,13.0,25.5,22.5,0.442,C,1,0,20.0,v3_table,True,-17.0,-7.0,5.5,51,2,9,49,0.437,atomic_fixed|damage_per_combat_draw,Deal 1 damage. Deals 1 additional damage for each card drawn this combat.
ASSASSINATE,암살,Assassinate,silent,Rare,E0,Attack,6.5,6.5,6.5,0.0,0.885,B,0,0,6.5,v3_table,True,0.0,0.0,0.0,11,41,60,49,0.437,atomic_fixed|keyword_exhaust|keyword_innate,Deal 10 damage. Apply 1 Vulnerable.
JUGGERNAUT,절대적인 힘,Juggernaut,ironclad,Rare,E2,Power,2.7,9.45,27.0,24.3,0.42,C,1,0,17.0,v3_table,True,-14.3,-7.55,10.0,64,27,16,48,0.442,block_trigger_damage,"Whenever you gain Block, deal 6 damage to a random enemy."
BREAKTHROUGH,정면 돌파,Breakthrough,ironclad,Common,E1,Attack,5.3,5.3,5.3,0.0,1.0,A,0,0,5.3,v3_table,True,0.0,0.0,0.0,28,62,76,48,0.442,atomic_fixed,Lose 1 HP. Deal 9 damage to ALL enemies.
IRON_WAVE,철의 파동,Iron Wave,ironclad,Common,E1,Attack,5.5,5.5,5.5,0.0,1.0,A,0,0,5.3,v3_table,True,0.2,0.2,0.2,27,61,75,48,0.442,atomic_fixed,Gain 5 Block. Deal 5 damage.
SMOKESTACK,배기 장치,Smokestack,defect,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,50,17,2,48,0.448,atomic_fixed+event_triggers,"Whenever you create a Status, deal 5 damage to ALL enemies."
FLECHETTES,프레췌,Flechettes,silent,Uncommon,E1,Attack,2.5,5.5,25.0,22.5,0.72,C,0,0,6.5,v3_table,True,-4.0,-1.0,18.5,56,59,11,48,0.448,atomic_fixed+scaling_count,Deal 5 damage for each Skill in your Hand.
TRANSFIGURE,변형,Transfigure,necrobinder,Rare,E1,Skill,-0.5,4.5,16.5,17.0,0.511,C,1,0,6.5,v3_table,True,-7.0,-2.0,10.0,82,70,34,48,0.448,cost_increase|keyword_exhaust|selected_replay_with_combo_range,Add Replay to a card in your Hand. It costs an extra 1 Energy.
ACROBATICS,곡예,Acrobatics,silent,Uncommon,E1,Skill,5.8,5.8,5.8,0.0,0.743,B,0,0,6.5,v3_table,True,-0.7,-0.7,-0.7,20,54,68,48,0.448,atomic_fixed,Draw 3 cards. Discard 1 card.
CLOAK_AND_DAGGER,망토와 단검,Cloak and Dagger,silent,Common,E1,Skill,5.5,5.5,5.5,0.0,1.0,A,0,0,5.3,v3_table,True,0.2,0.2,0.2,21,58,69,48,0.448,atomic_fixed,Gain 6 Block. Add 1 Shiv into your Hand.
FOOTWORK,발놀림,Footwork,silent,Uncommon,E1,Power,6.5,6.5,6.5,0.0,1.0,A,0,0,6.5,v3_table,True,0.0,0.0,0.0,13,42,61,48,0.448,atomic_fixed,Gain 2 Dexterity.
LEADING_STRIKE,선제 타격,Leading Strike,silent,Common,E1,Attack,5.3,5.3,5.3,0.0,1.0,A,0,0,5.3,v3_table,True,0.0,0.0,0.0,23,61,71,48,0.448,atomic_fixed,Deal 3 damage. Add 2 Shivs into your Hand.
HELLRAISER,지옥검무,Hellraiser,ironclad,Rare,E2,Power,3.0,10.5,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-6.5,13.0,60,23,13,47,0.453,strike_draw_autoplay,"Whenever you draw a card containing “Strike”, it is played against a random enemy."
BECKON,유인,Beckon,status,Status,E1,Status,-19.8,-8.547,0.0,19.8,0.72,C,0,0,,special_pool_raw_score,False,,,,12,12,6,6,0.455,atomic_fixed+condition_probability+recurring_turns,"At the end of your turn, if this is in your Hand, lose 6 HP."
WOUND,부상,Wound,status,Status,E-1,Status,-2.0,-1.25,-0.75,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,5,6,11,6,0.455,keyword_unplayable,
ARSENAL,무기고,Arsenal,regent,Rare,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,49,13,2,47,0.46,atomic_fixed+event_triggers,"Whenever you create a card, gain 1 Strength."
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,Skill,2.8,10.4,21.8,19.0,0.444,C,1,0,17.0,v3_table,True,-14.2,-6.6,4.8,60,17,13,47,0.46,keyword_exhaust|transform_hand_to_minion_sacrifice,Transform any number of cards in your Hand into Minion Sacrifice.
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,Skill,0.6,2.52,15.0,14.4,0.485,C,1,0,6.5,v3_table,True,-5.9,-3.98,8.5,83,83,36,47,0.46,atomic_temporary_stat+scaling_count|keyword_exhaust,Gain 2 Focus this turn for each unique Orb you have.
ITERATION,순회,Iteration,defect,Uncommon,E1,Power,0.0,5.1,13.6,13.6,0.42,C,1,0,6.5,v3_table,True,-6.5,-1.4,7.1,86,60,39,47,0.46,status_draw_compensation,"The first time you draw a Status each turn, draw 2 cards."
BACKFLIP,공중제비,Backflip,silent,Common,E1,Skill,6.4,6.4,6.4,0.0,0.851,B,0,0,5.3,v3_table,True,1.1,1.1,1.1,15,43,62,47,0.46,atomic_fixed,Gain 5 Block. Draw 2 cards.
BOUNCING_FLASK,탄성 플라스크,Bouncing Flask,silent,Uncommon,E2,Skill,8.1,8.1,8.1,0.0,0.42,C,1,0,11.0,v3_table,True,-2.9,-2.9,-2.9,8,25,55,47,0.46,atomic_random_target_poison,Apply 3 Poison to a random enemy 3 times.
DAGGER_THROW,단검 투척,Dagger Throw,silent,Common,E1,Attack,6.0,6.0,6.0,0.0,0.944,A,0,0,5.3,v3_table,True,0.7,0.7,0.7,18,51,65,47,0.46,atomic_fixed,Deal 9 damage. Draw 1 card. Discard 1 card.
PIERCING_WAIL,귀를 찢는 비명,Piercing Wail,silent,Common,E1,Skill,6.02,6.02,6.02,0.0,0.72,B,0,0,5.3,v3_table,True,0.72,0.72,0.72,17,49,64,47,0.46,atomic_enemy_strength_loss_turn|keyword_exhaust,ALL enemies lose 6 Strength this turn.
