card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
EXPECT_A_FIGHT,싸움 준비,Expect a Fight,ironclad,Uncommon,E2,Skill,-5.0,3.0,25.0,30.0,0.42,C,2,0,11.0,v3_table,True,-16.0,-8.0,14.0,87,85,20,67,0.221,atomic_fixed+scaling_count|energy_gain_lock,Gain 1 Energy for each Attack in your Hand. You cannot gain additional 1 Energy this turn.
TIMES_UP,때가 되었다,Time's Up,necrobinder,Rare,E2,Attack,1.5,9.0,19.0,17.5,0.447,C,1,0,17.0,v3_table,True,-15.5,-8.0,2.0,72,28,28,44,0.494,equal_to_quantity|keyword_exhaust,Deal damage equal to the enemy's Doom.
EIDOLON,허상,Eidolon,necrobinder,Rare,E2,Skill,-2.0,9.4,17.0,19.0,0.668,C,1,0,17.0,v3_table,True,-19.0,-7.6,0.0,85,26,33,59,0.322,atomic_exhaust_hand|atomic_intangible+condition_probability,"Exhaust your Hand. If 9 cards were Exhausted this way, gain 1 Intangible."
JUGGERNAUT,절대적인 힘,Juggernaut,ironclad,Rare,E2,Power,2.7,9.45,27.0,24.3,0.42,C,1,0,17.0,v3_table,True,-14.3,-7.55,10.0,64,27,16,48,0.442,block_trigger_damage,"Whenever you gain Block, deal 6 damage to a random enemy."
PANACHE,위풍당당,Panache,colorless,Uncommon,E0,Power,0.0,11.7,26.0,26.0,0.72,C,0,0,4.25,v3_table,True,-4.25,7.45,21.75,60,9,6,54,0.143,atomic_fixed+threshold_triggers,"Every time you play 5 cards in a single turn, deal 10 damage to ALL enemies."
SERPENT_FORM,구렁이의 형상,Serpent Form,silent,Rare,E3,Power,1.8,12.6,36.0,34.2,0.42,C,1,0,20.0,v3_table,True,-18.2,-7.4,16.0,66,5,3,63,0.276,card_play_trigger_damage,"Whenever you play a card, deal 4 damage to a random enemy."
SIC_EM,덮쳐!,Sic 'Em,necrobinder,Uncommon,E1,Attack,5.55,13.8,61.65,56.1,0.759,C,0,0,6.5,v3_table,True,-0.95,7.3,55.15,31,10,1,30,0.655,atomic_fixed+event_triggers|atomic_osty_damage,"Osty deals 5 damage. Whenever Osty hits this enemy this turn, Summon 3."
FRIENDSHIP,우정,Friendship,necrobinder,Uncommon,E1,Power,-1.5,13.75,25.0,26.5,0.42,C,2,0,6.5,v3_table,True,-8.0,7.25,18.5,84,11,12,73,0.161,atomic_fixed+recurring_resource_turns|atomic_lose_strength_conditional_stock,Lose 2 Strength. Gain 1 Energy at the start of each turn.
RALLY,단결,Rally,colorless,Rare,E2,Skill,7.2,10.8,18.0,10.8,0.72,C,0,0,18.0,v3_table,True,-10.8,-7.2,0.0,13,12,13,1,0.984,all_players+atomic_fixed,ALL players gain 12 Block.
DEMESNE,권역,Demesne,necrobinder,Rare,E3,Power,4.625,12.875,21.5,16.875,0.44,C,1,0,20.0,v3_table,True,-15.375,-7.125,1.5,44,12,21,32,0.632,atomic_fixed+recurring_turns|keyword_ethereal,"At the start of your turn, gain 1 Energy and draw 1 additional card."
FAN_OF_KNIVES,칼날 부채,Fan of Knives,silent,Rare,E2,Power,7.6,9.88,11.6,4.0,0.866,B,1,0,17.0,v3_table,True,-9.4,-7.12,-5.4,9,14,39,30,0.655,atomic_fixed|shiv_aoe_conversion,Shivs now hit ALL enemies. Add 4 Shivs into your Hand.
JACKPOT,잭팟,Jackpot,colorless,Rare,E3,Attack,21.5,21.5,21.5,0.0,0.757,B,1,0,14.5,v3_table,True,7.0,7.0,7.0,1,2,9,8,0.873,atomic_fixed|random_fixed_cost_cards,Deal 25 damage. Add 3 random 0 Energy cards into your Hand.
MURDER,살해,Murder,silent,Rare,E3,Attack,3.0,13.0,25.5,22.5,0.442,C,1,0,20.0,v3_table,True,-17.0,-7.0,5.5,51,2,9,49,0.437,atomic_fixed|damage_per_combat_draw,Deal 1 damage. Deals 1 additional damage for each card drawn this combat.
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,Attack,2.5,10.0,22.5,20.0,0.565,C,1,0,17.0,v3_table,True,-14.5,-7.0,5.5,68,24,24,44,0.488,atomic_fixed|extra_hits_per_hp_loss,Deal 5 damage. Hits an additional time for each time you lost HP this combat.
SHARED_FATE,운명 공유,Shared Fate,necrobinder,Rare,E0,Skill,-3.5,-0.25,3.0,6.5,0.602,C,1,0,6.5,v3_table,True,-10.0,-6.75,-3.5,86,87,83,4,0.954,atomic_lose_strength_conditional_stock|enemy_strength_loss|keyword_exhaust,Lose 2 Strength. Enemy loses 2 Strength.
RESONANCE,공진,Resonance,regent,Uncommon,E1+S3,Skill,-0.15,-0.15,-0.15,0.0,0.645,C,1,0,6.5,energy_table_star_cost_separated,True,-6.65,-6.65,-6.65,81,86,87,6,0.931,atomic_enemy_strength_loss|atomic_fixed|cost_star_spend,Gain 1 Strength. ALL enemies lose 1 Strength.
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,Skill,2.8,10.4,21.8,19.0,0.444,C,1,0,17.0,v3_table,True,-14.2,-6.6,4.8,60,17,13,47,0.46,keyword_exhaust|transform_hand_to_minion_sacrifice,Transform any number of cards in your Hand into Minion Sacrifice.
HAND_OF_GREED,탐욕의 손,Hand of Greed,colorless,Rare,E2,Attack,10.0,11.4,12.0,2.0,0.966,B,0,0,18.0,v3_table,True,-8.0,-6.6,-6.0,5,10,28,23,0.635,atomic_fixed|meta_gold,"Deal 20 damage. If Fatal, gain 20 Gold."
TEMPEST,뇌우,Tempest,defect,Uncommon,EX,Skill,2.2,4.4,8.8,6.6,0.42,C,1,0,11.0,x_as_2_energy,True,-8.8,-6.6,-2.2,68,68,53,15,0.828,atomic_fixed+x_value,Channel X Lightning.
FLAK_CANNON,대공포,Flak Cannon,defect,Rare,E2,Attack,0.0,10.42,29.1,29.1,0.42,C,2,0,17.0,v3_table,True,-17.0,-6.58,12.1,84,22,13,71,0.184,exhaust_status_cleanup|random_damage_per_exhausted,Exhaust ALL your Status cards. Deal 8 damage to a random enemy for each card Exhausted.
ECHOING_SLASH,메아리 참격,Echoing Slash,silent,Rare,E1,Attack,6.5,13.0,26.0,19.5,0.71,C,1,0,6.5,v3_table,True,0.0,6.5,19.5,12,1,8,11,0.874,atomic_fixed|repeat_aoe_per_kill,Deal 10 damage to ALL enemies. Repeat this effect for each enemy killed.
HELLRAISER,지옥검무,Hellraiser,ironclad,Rare,E2,Power,3.0,10.5,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-6.5,13.0,60,23,13,47,0.453,strike_draw_autoplay,"Whenever you draw a card containing “Strike”, it is played against a random enemy."
ORBIT,궤도,Orbit,regent,Uncommon,E2,Power,0.0,4.5,10.0,10.0,0.42,C,1,0,11.0,v3_table,True,-11.0,-6.5,-1.0,79,58,38,41,0.529,atomic_fixed+threshold_triggers,"Every 4 Energy you spend, gain 1 Energy."
SPEEDSTER,스피드스터,Speedster,silent,Uncommon,E2,Power,1.3,4.55,23.4,22.1,0.42,C,1,0,11.0,v3_table,True,-9.7,-6.45,12.4,73,70,15,58,0.333,atomic_fixed+event_triggers,"Whenever you draw a card during your turn, deal 2 damage to ALL enemies."
SPINNER,스피너,Spinner,defect,Rare,E1,Power,5.25,12.95,21.0,15.75,0.42,C,1,0,6.5,v3_table,True,-1.25,6.45,14.5,36,11,22,25,0.713,atomic_fixed+recurring_turns,"At the start of your turn, Channel 1 Glass."
OUTBREAK,발병,Outbreak,silent,Uncommon,E1,Power,0.0,12.87,28.6,28.6,0.72,C,0,0,6.5,v3_table,True,-6.5,6.37,22.1,84,4,6,80,0.08,atomic_fixed+threshold_triggers,"Every 3 times you apply Poison, deal 11 damage to ALL enemies."
CRASH_LANDING,불시착,Crash Landing,regent,Rare,E1,Attack,10.65,12.65,14.65,4.0,0.96,B,1,0,6.5,v3_table,True,4.15,6.15,8.15,10,9,25,16,0.816,atomic_fixed|fill_hand_status,Deal 21 damage to ALL enemies. Fill your Hand with Debris.
SHATTER,산산조각,Shatter,defect,Rare,E1,Attack,4.55,12.55,40.55,36.0,0.615,C,1,0,6.5,v3_table,True,-1.95,6.05,34.05,41,13,4,37,0.575,atomic_fixed|evoke_all_twice,Deal 7 damage to ALL enemies. Evoke all of your Orbs twice.
DARKNESS,어둠,Darkness,defect,Uncommon,E1,Skill,6.4,12.4,24.4,18.0,0.526,C,1,0,6.5,v3_table,True,-0.1,5.9,17.9,24,14,17,10,0.885,atomic_fixed|trigger_all_dark,Channel 1 Dark. Trigger the passive ability of all Dark Orbs.
GENESIS,창세,Genesis,regent,Rare,E2,Power,4.5,11.1,18.0,13.5,0.42,C,1,0,17.0,v3_table,True,-12.5,-5.9,1.0,41,14,19,27,0.69,atomic_fixed+recurring_turns,"At the start of your turn, gain 2 Stars."
END_OF_DAYS,종말의 날,End of Days,necrobinder,Rare,E3,Skill,10.179,14.179,22.179,12.0,0.836,C,1,0,20.0,v3_table,True,-9.821,-5.821,2.179,8,8,18,10,0.885,atomic_fixed|doom_execute,Apply 29 Doom to ALL enemies. Kill enemies with at least as much Doom as HP.
UNLEASH,풀어놓기,Unleash,necrobinder,Basic,E1,Attack,4.7,8.7,17.7,13.0,0.6,C,1,0,3.0,v3_table,True,1.7,5.7,14.7,42,31,31,11,0.874,additional_damage_equal|atomic_osty_damage,Osty deals 6 damage. Deals additional damage equal to Osty's current HP.
HOWL_FROM_BEYOND,저편의 울음소리,Howl from Beyond,ironclad,Uncommon,E3,Attack,14.4,21.6,26.4,12.0,0.699,C,1,0,16.0,v3_table,True,-1.6,5.6,10.4,5,2,18,16,0.814,atomic_fixed|self_auto_replay,"Deal 16 damage to ALL enemies. At the end of your turn, if this is in your Exhaust Pile, play it."
AGGRESSION,공격성,Aggression,ironclad,Rare,E1,Power,3.0,12.0,24.0,21.0,0.42,C,1,0,6.5,v3_table,True,-3.5,5.5,17.5,57,16,22,41,0.523,recurring_upgraded_attack_retrieval,"At the start of your turn, put a random Attack from your Discard Pile into your Hand and Upgrade it."
ERADICATE,척결,Eradicate,necrobinder,Rare,EX,Attack,6.0,11.5,22.5,16.5,0.72,C,0,0,17.0,x_as_2_energy,True,-11.0,-5.5,5.5,24,15,16,9,0.897,atomic_fixed+x_value|keyword_retain,Deal 11 damage X times.
THE_SCYTHE,사신의 낫,The Scythe,necrobinder,Rare,E2,Attack,7.5,11.5,19.5,12.0,0.721,C,1,0,17.0,v3_table,True,-9.5,-5.5,2.5,15,16,27,12,0.862,atomic_fixed|keyword_exhaust|permanent_damage_growth,Deal 13 damage. Permanently increase this card's damage by 4.
ALIGNMENT,정렬,Alignment,regent,Uncommon,E0+S3,Skill,-1.0,-1.0,-1.0,0.0,0.556,C,1,0,4.3,energy_table_star_cost_separated,True,-5.3,-5.3,-5.3,82,88,88,6,0.931,atomic_fixed|cost_star_spend,Gain 2 Energy.
HYPERBEAM,파괴광선,Hyperbeam,defect,Rare,E2,Attack,-1.3,11.7,18.2,19.5,0.847,C,1,0,17.0,v3_table,True,-18.3,-5.3,1.2,87,16,28,71,0.184,atomic_fixed|atomic_lose_focus_conditional_stock,Deal 28 damage to ALL enemies. Lose 3 Focus.
MODDED,모드 적용,Modded,defect,Rare,E0,Skill,1.25,1.25,1.25,0.0,0.72,B,0,0,6.5,v3_table,True,-5.25,-5.25,-5.25,78,87,87,9,0.897,atomic_fixed|atomic_orb_slot|cost_increase,Gain 1 Orb Slot. Draw 1 card. Increase this card's cost by 1.
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,Attack,0.0,11.7,39.0,39.0,0.761,C,1,0,6.5,v3_table,True,-6.5,5.2,32.5,82,9,2,80,0.08,atomic_fixed|draw_pile_empty_gate,Can only be played if there are no cards in your Draw Pile. Deal 60 damage to ALL enemies.
TESLA_COIL,테슬라 코일,Tesla Coil,defect,Uncommon,E0,Attack,3.5,9.5,21.5,18.0,0.512,C,1,0,4.3,v3_table,True,-0.8,5.2,17.2,48,30,21,27,0.69,atomic_fixed|trigger_all_lightning,Deal 3 damage. Trigger all Lightning against the enemy.
INFERNO,불바다,Inferno,ironclad,Uncommon,E1,Power,0.6,11.615,69.375,68.775,0.687,C,1,0,6.5,v3_table,True,-5.9,5.115,62.875,80,19,1,79,0.081,atomic_fixed+event_triggers|atomic_fixed+recurring_turns,"At the start of your turn, lose 1 HP. Whenever you lose HP on your turn, deal 6 damage to ALL enemies."
SEANCE,강령회,Seance,necrobinder,Rare,E1,Skill,1.4,1.4,1.4,0.0,0.72,B,0,0,6.5,v3_table,True,-5.1,-5.1,-5.1,74,86,88,14,0.839,keyword_ethereal|transform_to_soul,Transform a card in your Draw Pile into Soul.
ALL_FOR_ONE,하나를 위한 모두,All for One,defect,Rare,E2,Attack,8.0,12.0,19.0,11.0,0.662,C,1,0,17.0,v3_table,True,-9.0,-5.0,2.0,15,15,27,12,0.862,atomic_fixed|bulk_tutor_to_hand,Deal 10 damage. Put ALL 0 Energy cards from your Discard Pile into your Hand.
BARRICADE,바리케이드,Barricade,ironclad,Rare,E3,Power,6.0,15.0,30.0,24.0,0.42,C,1,0,20.0,v3_table,True,-14.0,-5.0,10.0,24,11,12,13,0.849,retain_block_power,Block is not removed at the start of your turn.
UNMOVABLE,요지부동,Unmovable,ironclad,Rare,E2,Power,3.0,12.0,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-5.0,13.0,63,17,14,49,0.43,first_block_doubled_each_turn,"The first time you gain Block from a card each turn, double the amount gained."
ARSENAL,무기고,Arsenal,regent,Rare,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,49,13,2,47,0.46,atomic_fixed+event_triggers,"Whenever you create a card, gain 1 Strength."
RUPTURE,파열,Rupture,ironclad,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,55,20,3,52,0.395,atomic_fixed+event_triggers,"Whenever you lose HP on your turn, gain 1 Strength."
SMOKESTACK,배기 장치,Smokestack,defect,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,50,17,2,48,0.448,atomic_fixed+event_triggers,"Whenever you create a Status, deal 5 damage to ALL enemies."
PANIC_BUTTON,비상 단추,Panic Button,colorless,Uncommon,E0,Skill,2.0,9.0,14.0,12.0,0.818,C,1,0,4.25,v3_table,True,-2.25,4.75,9.75,48,16,23,32,0.492,atomic_fixed|keyword_exhaust|two_turn_block_lock,Gain 30 Block. You cannot gain Block from cards for 2 turns.
SLEIGHT_OF_FLESH,살점 재주,Sleight of Flesh,necrobinder,Uncommon,E2,Power,4.5,15.75,45.0,40.5,0.42,C,1,0,11.0,v3_table,True,-6.5,4.75,34.0,47,7,3,44,0.494,debuff_trigger_damage,"Whenever you apply a debuff to an enemy, they take 9 damage."
TRASH_TO_TREASURE,고철을 보물로,Trash to Treasure,defect,Rare,E1,Power,3.2,11.2,32.0,28.8,0.42,C,1,0,6.5,v3_table,True,-3.3,4.7,25.5,52,18,9,43,0.506,status_trigger_random_orb,"Whenever you create a Status, Channel 1 random Orb."
LOOP,반복,Loop,defect,Uncommon,E1,Power,2.25,11.1,30.0,27.75,0.42,C,1,0,6.5,v3_table,True,-4.25,4.6,23.5,65,19,12,53,0.391,atomic_trigger_orb+recurring_turns,"At the start of your turn, trigger the passive ability of your rightmost Orb."
THE_SMITH,위대한 재련,The Smith,regent,Rare,E1+S4,Skill,1.9,1.9,1.9,0.0,0.586,C,1,0,6.5,energy_table_star_cost_separated,True,-4.6,-4.6,-4.6,73,83,85,12,0.862,atomic_fixed|cost_star_spend,Forge 30.
BEACON_OF_HOPE,희망의 등불,Beacon of Hope,colorless,Rare,E1,Power,0.9,4.5,18.0,17.1,0.42,C,1,0,9.0,v3_table,True,-8.1,-4.5,9.0,54,49,12,42,0.333,coop_share_half_block,"Whenever you gain Block on your turn, other players gain half that much Block."
DEBILITATE,쇠락,Debilitate,necrobinder,Uncommon,E1,Attack,7.0,11.0,17.0,10.0,0.684,C,1,0,6.5,v3_table,True,0.5,4.5,10.5,18,17,32,15,0.828,atomic_fixed|double_debuff_effect,Deal 10 damage. Vulnerable and Weak are twice as effective against the enemy for the next 2 turns.
NECRO_MASTERY,강령의 극의,Necro Mastery,necrobinder,Rare,E2,Power,7.5,12.5,23.5,16.0,0.675,C,1,0,17.0,v3_table,True,-9.5,-4.5,6.5,14,13,15,2,0.977,atomic_fixed|osty_hp_mirror_damage,"Summon 5. Whenever Osty loses HP, ALL enemies lose that much HP as well."
PHANTOM_BLADES,환영검,Phantom Blades,silent,Uncommon,E1,Power,0.5,11.0,26.5,26.0,0.42,C,2,0,6.5,v3_table,True,-6.0,4.5,20.0,78,11,7,71,0.184,first_shiv_bonus_each_turn|shiv_retain_aura,Shivs gain Retain. The first Shiv you play each turn deals 9 additional damage.
TANK,탱커,Tank,ironclad,Rare,E1,Power,4.5,11.0,27.0,22.5,0.42,C,2,0,6.5,v3_table,True,-2.0,4.5,20.5,46,21,17,29,0.663,double_damage_window|percent_damage_reduction,Take double damage from enemies. Allies take half damage from enemies.
TRACKING,추적,Tracking,silent,Rare,E2,Power,2.5,12.5,30.0,27.5,0.42,C,1,0,17.0,v3_table,True,-14.5,-4.5,13.0,58,6,5,53,0.391,persistent_weak_double_damage,Weak enemies take double damage from Attacks.
WHIRLWIND,소용돌이,Whirlwind,ironclad,Uncommon,EX,Attack,3.25,6.5,13.0,9.75,0.72,C,0,0,11.0,x_as_2_energy,True,-7.75,-4.5,2.0,56,46,38,18,0.791,atomic_fixed+x_value,Deal 5 damage to ALL enemies X times.
AFTERIMAGE,잔상,Afterimage,silent,Rare,E1,Power,0.6,2.1,10.8,10.2,0.72,C,0,0,6.5,v3_table,True,-5.9,-4.4,4.3,76,85,43,42,0.517,atomic_fixed+event_triggers,"Whenever you play a card, gain 1 Block."
GAMMA_BLAST,감마 세례,Gamma Blast,regent,Uncommon,E0+S3,Attack,8.7,8.7,8.7,0.0,0.721,B,1,0,4.3,energy_table_star_cost_separated,True,4.4,4.4,4.4,15,23,46,31,0.644,atomic_fixed|cost_star_spend,Deal 13 damage. Apply 2 Weak. Apply 2 Vulnerable.
STORM_OF_STEEL,강철의 폭풍,Storm of Steel,silent,Rare,E1,Skill,-1.1,2.18,18.0,19.1,0.72,C,0,0,6.5,v3_table,True,-7.6,-4.32,11.5,86,84,21,65,0.253,atomic_discard_hand|atomic_fixed+scaling_count,Discard your Hand. Add 1 Shiv into your Hand for each card discarded.
QUASAR,준항성,Quasar,regent,Uncommon,E0+S2,Skill,-1.0,0.0,1.5,2.5,0.42,C,2,0,4.3,energy_table_star_cost_separated,True,-5.3,-4.3,-2.8,83,85,86,3,0.966,cost_star_spend|discover_restricted_card,Choose 1 of 3 random Colorless cards to add into your Hand.
STRATAGEM,책략,Stratagem,colorless,Uncommon,E1,Power,0.0,2.5,7.5,7.5,0.42,C,1,0,6.8,v3_table,True,-6.8,-4.3,0.7,61,60,41,20,0.683,shuffle_tutor,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand."
KNOCKOUT_BLOW,필사의 일격,Knockout Blow,regent,Uncommon,E3,Attack,15.0,20.25,22.5,7.5,0.85,C,1,0,16.0,v3_table,True,-1.0,4.25,6.5,5,3,11,8,0.908,atomic_fixed|atomic_fixed+condition_probability,"Deal 30 damage. If this kills an enemy, gain 5 Stars."
OBLIVION,망각,Oblivion,necrobinder,Rare,E0,Skill,0.0,2.43,5.67,5.67,0.42,C,1,0,6.5,v3_table,True,-6.5,-4.07,-0.83,81,83,67,16,0.816,card_play_doom_turn,"Whenever you play a card this turn, apply 3 Doom to the enemy."
DEMON_FORM,악마의 형상,Demon Form,ironclad,Rare,E3,Power,9.75,24.05,39.0,29.25,0.42,C,1,0,20.0,v3_table,True,-10.25,4.05,19.0,9,1,4,8,0.907,atomic_fixed+recurring_turns,"At the start of your turn, gain 2 Strength."
I_AM_INVINCIBLE,나는 무적이다,I Am Invincible,regent,Rare,E1,Skill,7.625,10.55,12.5,4.875,0.75,B,1,0,6.5,v3_table,True,1.125,4.05,6.0,17,15,28,13,0.851,atomic_fixed|self_auto_replay,"Gain 10 Block. At the end of your turn, if this is on top of your Draw Pile, play it."
ADAPTIVE_STRIKE,적응형 타격,Adaptive Strike,defect,Rare,E2,Attack,8.5,13.0,18.0,9.5,0.822,C,1,0,17.0,v3_table,True,-8.5,-4.0,1.0,14,10,29,19,0.782,atomic_fixed|copy_self_discard_zero,Deal 18 damage. Add a 0 Energy copy of this card into your Discard Pile.
CALAMITY,재앙,Calamity,colorless,Rare,E3,Power,3.0,10.5,54.0,51.0,0.42,C,1,0,14.5,v3_table,True,-11.5,-4.0,39.5,35,13,2,33,0.476,atomic_random_attack_card+event_triggers,"Whenever you play an Attack, add a random Attack into your Hand."
CATASTROPHE,재난,Catastrophe,colorless,Uncommon,E2,Skill,4.0,8.0,14.0,10.0,0.42,C,1,0,12.0,v3_table,True,-8.0,-4.0,2.0,28,19,22,9,0.857,auto_play_from_pile,Play 2 random cards from your Draw Pile.
